PMID	Relationship_Count	Relationships
11912197	1	JUN->GCLC(Unknown)
11912209	3	CEBPA->SFTPD(Activation); CEBPB->SFTPD(Activation); CEBPG->SFTPD(Activation)
11918744	2	STAT1->TIMP1(Unknown); STAT3->TIMP1(Unknown)
11919196	1	WT1->CCNE1(Repression)
11922943	1	STAT6->FOS(Activation)
11923472	1	SF1->NR0B1(Unknown)
11925428	1	PPARA->APOB(Activation)
11927588	1	NR5A2->CYP19A1(Unknown)
11929873	1	BCL6->HDAC7(Repression)
11931653	1	SP2->PAPSS2(Unknown)
11934446	1	CRX->RBP3(Unknown)
11934701	1	SP1->SCNN1B(Unknown)
11935128	1	APC->NOS2(Activation)
11936845	2	MYC->NDRG1(Repression); MYCN->NDRG1(Repression)
11937547	2	GATA3->CD8B(Unknown); SATB1->CD8B(Unknown)
11939591	1	RB1->E2F1(Unknown)
11939722	1	EGF->STAT1(Unknown)
11944905	1	HDAC9->IL18(Unknown)
11948399	2	MTA1->BCL2L1(Activation); MTA1->EGFR(Activation)
11949945	4	NFKB1->CCL2(Unknown); NFKB1->CSF1(Unknown); RELA->CCL2(Unknown); RELA->CSF1(Unknown)
11953364	2	NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
11955624	1	HIF1A->GAPDH(Unknown)
11956244	2	LMX1B->CD2AP(Unknown); LMX1B->NPHS2(Unknown)
11956245	1	LMX1B->NPHS2(Unknown)
11956291	1	MAF->IL4(Activation)
11960372	1	STAT3->VEGFA(Activation)
11960373	1	WT1->IL2RB(Unknown)
11960987	1	ATF4->ASNS(Activation)
11960994	1	MBD2->GSTP1(Repression)
11964305	1	SP1->RELA(Activation)
11965035	1	AR->HMOX1(Activation)
11971001	4	ELF1->FCER1A(Repression); GATA1->FCER1A(Activation); SPI1->FCER1A(Activation); YY1->FCER1A(Activation)
11971970	1	HDAC1->AR(Unknown)
11973610	1	PPARG->MYC(Repression)
11973645	4	ESRRA->CYP19A1(Unknown); NR2F1->CYP19A1(Unknown); NR2F6->CYP19A1(Unknown); RARG->CYP19A1(Unknown)
11973649	1	ETS1->PARP1(Activation)
11975924	3	CEBPA->IL6(Unknown); NFKB1->IL6(Unknown); RELA->IL6(Unknown)
11978792	1	ZNF444->SCARF1(Activation)
11978967	3	CREB1->RRM2B(Unknown); NFKB1->RRM2B(Unknown); POU2F1->RRM2B(Unknown)
11980203	1	SRY->SOX9(Activation)
11981036	2	HNF4A->PPARA(Unknown); NR2F2->PPARA(Unknown)
11981037	1	PPARA->NFKBIA(Unknown)
11981041	1	IKZF1->FGFR4(Activation)
11987242	1	VHL->HIF1A(Repression)
11988318	1	CREM->CREB1(Repression)
11988839	1	E2F1->TP73(Unknown)
11990799	3	NR0B1->AMH(Repression); NR0B1->NR5A1(Repression); NR5A1->NR0B1(Activation)
11991950	2	NR1I2->CYP3A4(Unknown); VDR->CYP3A4(Unknown)
11994297	1	HAND2->GATA4(Unknown)
11994385	2	CEBPB->CYP19A1(Repression); CEBPD->CYP19A1(Repression)
11997104	1	SP1->PTK6(Unknown)
11997389	1	CREBBP->PCK2(Unknown)
12004059	1	SP1->ADH6(Unknown)
12007564	2	TP53->CDKN1A(Unknown); TP53->GADD45A(Unknown)
12010799	1	APC->F8(Unknown)
12010810	4	NFKB1->BIRC2(Activation); NFKB1->BIRC3(Activation); RELA->BIRC2(Activation); RELA->BIRC3(Activation)
12011097	1	EGR1->PPARG(Unknown)
12011429	1	MYC->PRDX3(Activation)
12015306	1	PPARG->DBI(Unknown)
12021387	1	JUN->TFF1(Unknown)
12024040	2	SP1->KRT5(Activation); TFAP2A->KRT5(Activation)
12027419	2	NFKB1->IL2(Unknown); RELA->IL2(Unknown)
12029633	1	TFDP1->CCNE1(Activation)
12032172	1	STAT3->LCAT(Unknown)
12032322	3	BRCA1->CCND1(Unknown); BRCA1->MYC(Unknown); ID4->BRCA1(Repression)
12032593	1	SP1->AGT(Unknown)
12032779	4	CEBPA->MYC(Repression); CTCF->MYC(Repression); PRDM1->MYC(Repression); RFX1->MYC(Repression)
12032828	1	NFKB1->BCL2(Repression)
12032831	1	PML->NR4A1(Repression)
12034359	1	MITF->TYR(Activation)
12034715	1	ETS1->MMP3(Unknown)
12039047	1	LEF1->EDA(Unknown)
12040027	3	NFKB1->SFTPA1(Unknown); NKX2-1->SFTPA1(Unknown); RELA->SFTPA1(Unknown)
12044781	2	MYB->RAG2(Unknown); PAX5->RAG2(Unknown)
12044867	2	USF1->TERT(Unknown); USF2->TERT(Unknown)
12044952	1	ATF1->CCNA1(Repression)
12048204	1	LEF1->MITF(Activation)
12052885	2	CIITA->IRF1(Unknown); CIITA->STAT1(Unknown)
12054430	4	JUN->MEF2D(Activation); MEF2A->JUN(Activation); MEF2C->JUN(Activation); MEF2D->JUN(Activation)
12056809	1	PPARG->TNFRSF11B(Unknown)
12057865	1	SP1->MPO(Unknown)
12057991	5	ATF2->PTGS2(Unknown); EP300->PTGS2(Unknown); FOS->PTGS2(Unknown); JUN->PTGS2(Unknown); USF2->PTGS2(Unknown)
12058956	6	NFKB1->CXCL8(Activation); NFKB1->IL6(Activation); NFKB1->TNF(Activation); RELA->CXCL8(Activation); RELA->IL6(Activation); RELA->TNF(Activation)
12062800	1	SP1->PNOC(Unknown)
12065766	1	PBX2->UGT2B17(Unknown)
12067569	2	NFKB1->PTGS2(Unknown); RELA->PTGS2(Unknown)
12067980	1	HIF1A->ABCB1(Repression)
12071971	2	USF1->PTPN6(Unknown); USF2->PTPN6(Unknown)
12077147	2	SP1->MUC2(Activation); SP1->MUC5AC(Activation)
12077189	1	TFAP2A->L1CAM(Unknown)
12077266	10	IRF1->IFNA1(Activation); IRF1->IFNA13(Activation); IRF3->IFNB1(Activation); IRF7->IFNA1(Activation); IRF7->IFNA13(Activation); NFKB1->IFNB1(Activation); NFKB1->IRF1(Unknown); RELA->IFNB1(Activation); RELA->IRF1(Unknown); STAT1->IRF1(Unknown)
12080044	1	PML->TNFAIP3(Repression)
12081893	1	SP1->ACAN(Unknown)
12082548	1	STAT6->IL4(Activation)
12082627	1	JUN->TNFRSF10A(Unknown)
12087103	2	FOS->BATF3(Unknown); JUN->BATF3(Unknown)
12088866	1	SP1->HPR(Activation)
12095676	1	RB1CC1->RB1(Activation)
12099716	1	PPARA->ANGPTL4(Activation)
12104051	1	ATF1->TOP2A(Unknown)
12105194	3	IRF1->MMP9(Unknown); NFKB1->MMP9(Unknown); RELA->MMP9(Unknown)
12107114	1	MYCN->CIITA(Repression)
12110166	2	E2F1->PPARG(Activation); E2F4->PPARG(Repression)
12112318	1	APC->ODC1(Repression)
12115485	1	NFE2L1->CDK11B(Unknown)
12122011	2	NFKB1->CCL5(Unknown); RELA->CCL5(Unknown)
12122114	1	ESR2->TERT(Unknown)
12130543	1	WT1->NR5A1(Unknown)
12135113	2	FOS->CYP1A2(Unknown); JUN->CYP1A2(Unknown)
12135761	1	TP53->PRG3(Unknown)
12135766	1	JUN->ELN(Unknown)
12136092	2	MITF->TYR(Unknown); MITF->TYRP1(Unknown)
12136940	2	SP1->ITGAV(Unknown); SP3->ITGAV(Unknown)
12137767	1	ERG->FGF2(Repression)
12138160	1	SP1->COL1A1(Unknown)
12138190	1	MYC->SHMT1(Unknown)
12147248	1	VDR->CYP3A4(Activation)
12147685	2	STAT3->CCND1(Unknown); STAT3->CCND2(Unknown)
12149223	3	RXRA->IL2RA(Activation); RXRA->IL2RB(Activation); RXRA->IL2RG(Activation)
12149244	1	E2F1->APAF1(Activation)
12149645	1	ESR1->PTMA(Repression)
12160329	2	NFKB1->VEGFA(Unknown); RELA->VEGFA(Unknown)
12161428	2	FOXM1->SFTPB(Activation); NKX2-1->SFTPB(Activation)
12161443	2	ZEB1->CDH1(Repression); ZEB1->MUC1(Repression)
12161509	2	ESR1->CRH(Repression); ESR2->CRH(Repression)
12168776	1	STAT3->HGF(Activation)
12170778	1	BRCA1->DDB2(Activation)
12171890	2	EPAS1->CA9(Activation); HIF1A->CA9(Activation)
12173049	2	KLF10->CDKN1A(Activation); KLF10->SERPINE1(Activation)
12176906	1	NFKB1->BCL2L1(Unknown)
12180145	1	SREBF1->LDLR(Unknown)
12182451	3	NFKB1->CD83(Unknown); SP1->CD83(Unknown); SP3->CD83(Unknown)
12183361	1	LEF1->NRCAM(Activation)
12193473	2	NFKB1->MMP9(Activation); RELA->MMP9(Activation)
12200149	4	EP300->IGFBP3(Activation); HDAC1->IGFBP3(Activation); SP1->IGFBP3(Activation); SP3->IGFBP3(Activation)
12200232	1	ETS1->PRL(Activation)
12200429	4	JUN->LOR(Activation); JUNB->LOR(Repression); SP1->LOR(Activation); SP3->LOR(Repression)
12202480	5	CEBPE->GATA1(Repression); CEBPE->PRG2(Repression); CEBPE->SPI1(Repression); GATA1->PRG2(Activation); SPI1->PRG2(Activation)
12204775	1	MITF->MC1R(Unknown)
12205091	1	HIF1A->VHL(Unknown)
12208352	1	JUN->EDN1(Unknown)
12212615	1	BRCA1->IRF9(Activation)
12213324	1	MEF2D->CD14(Activation)
12213390	1	AHR->CYP1A1(Activation)
12213878	2	PTTG1->FGF2(Unknown); PTTG1->VEGFA(Activation)
12213901	5	NR0B1->CAMP(Repression); NR0B1->CYP19A1(Repression); NR5A1->CYP19A1(Activation); WT1->CAMP(Repression); WT1->CYP19A1(Repression)
12215452	2	ETS1->TNFSF14(Activation); SP1->TNFSF14(Activation)
12218154	6	FOS->CXCL8(Unknown); JUN->CXCL8(Unknown); NFKB1->CCL2(Unknown); NFKB1->CXCL8(Unknown); RELA->CCL2(Unknown); RELA->CXCL8(Unknown)
12219016	1	CEBPA->IL10(Unknown)
12220737	2	REST->AVP(Activation); REST->TAC1(Repression)
12226754	2	NFKB1->BCL2L1(Activation); RELA->BCL2L1(Activation)
12228234	1	TFAP2A->SLC19A1(Activation)
12235180	1	EGR1->LDLR(Activation)
12235287	1	USF1->SERPINE1(Unknown)
12237165	2	SP1->ESR1(Unknown); SP1->NOS1(Unknown)
12237288	1	CEBPA->PCK1(Unknown)
12239177	2	HIF1A->ARNT(Unknown); HIF1A->ARNT2(Unknown)
12242290	5	IRF3->IFNA1(Activation); IRF7->IFNA1(Activation); PITX1->IFNA1(Repression); PITX1->IRF2(Repression); PITX1->IRF7(Repression)
12242305	1	HDAC9->MEF2A(Repression)
12244126	2	NFKB1->PLAUR(Unknown); RELA->PLAUR(Unknown)
12244150	2	STAT1->IL2RA(Unknown); STAT3->MYD88(Unknown)
12244173	1	LEF1->RAG2(Unknown)
12269829	1	TFAP2A->PRKCA(Activation)
12270142	2	TWIST1->RUNX2(Unknown); TWIST2->RUNX2(Unknown)
12270858	1	SP1->NOS3(Activation)
12296854	2	IKBKB->CXCL8(Unknown); NFKBIA->CXCL8(Unknown)
12297499	1	KLF4->ODC1(Repression)
12297725	3	CEBPB->TFF3(Unknown); NFKB1->TFF3(Unknown); RELA->TFF3(Unknown)
12349897	2	NFKB1->PTGS2(Unknown); RELA->PTGS2(Unknown)
12354771	1	ARNT->BHLHE40(Unknown)
12355087	1	TP53->PTTG1(Activation)
12359731	1	FLI1->GP6(Activation)
12360408	5	MYC->IER3(Unknown); NFKB1->IER3(Unknown); REL->IER3(Unknown); RELA->IER3(Unknown); TP53->IER3(Unknown)
12364590	4	GTF3A->FUS(Unknown); GTF3A->STAT1(Unknown); TP53->FUS(Unknown); TP53->STAT1(Unknown)
12364593	2	SP1->TAF7(Activation); TFAP2A->TAF7(Activation)
12369939	1	ATF1->PLAUR(Unknown)
12370277	1	HIF1A->NT5E(Activation)
12370286	1	ZNF410->MMP1(Unknown)
12370343	1	CREM->IL2(Unknown)
12370809	3	TP53->FDXR(Unknown); TP63->FDXR(Unknown); TP73->FDXR(Unknown)
12372421	1	STAT4->PRF1(Activation)
12372430	1	TP53->ATF3(Activation)
12374798	1	TP53->MUC2(Activation)
12374802	1	KAT2B->IRF7(Repression)
12376470	4	AHR->CYP1A1(Unknown); AHR->CYP1B1(Unknown); ARNT->CYP1A1(Unknown); ARNT->CYP1B1(Unknown)
12376473	1	AR->KLK3(Unknown)
12377757	2	ETS1->GP6(Activation); GATA1->GP6(Activation)
12378384	1	SP1->ADIPOQ(Activation)
12384916	1	HIF1A->CXCL12(Unknown)
12387883	1	APC->KLF4(Unknown)
12388243	1	STAT1->CCL2(Unknown)
12391146	2	POU2F1->CCND1(Activation); POU2F1->LGALS4(Activation)
12391156	1	RB1->CDH1(Unknown)
12392994	1	HAND2->NPPA(Activation)
12404231	1	CDX2->CDH17(Unknown)
12407152	1	KLF6->KRT12(Unknown)
12407165	1	ELF3->TIMP3(Activation)
12407182	1	BCL6->BCL6(Repression)
12408953	2	NFKB1->SELE(Activation); REL->SELE(Activation)
12408971	1	TFAP2A->CRX(Unknown)
12409453	2	CRX->RBP3(Activation); ZNF239->RBP3(Repression)
12410800	2	CEBPA->SAA1(Unknown); CEBPB->SAA1(Unknown)
12411321	1	GATA1->FURIN(Unknown)
12411430	2	RFX1->MAP1A(Repression); RFX3->MAP1A(Repression)
12414652	1	EP300->CCNE1(Activation)
12414792	1	JUN->TXN(Unknown)
12417031	2	AHR->PCNA(Activation); AHR->RFC3(Activation)
12420214	3	ATM->CDKN1A(Unknown); IRF1->CDKN1A(Unknown); TP53->CDKN1A(Unknown)
12420215	2	HES1->DBF4(Activation); SP1->DBF4(Activation)
12421825	1	ESR1->EGFR(Unknown)
12423667	1	SP1->GRK2(Activation)
12425940	2	STAT1->CHAT(Unknown); STAT1->VIP(Unknown)
12427542	1	NFYA->CBS(Activation)
12429844	1	SP1->VEGFA(Activation)
12431981	3	MTA1->MMP9(Unknown); MTA1->MYC(Unknown); MTA1->TFF1(Unknown)
12432566	1	CREB1->FOS(Unknown)
12433834	1	EGR1->ACE(Activation)
12434298	2	SP1->CDKN1A(Activation); SP3->CDKN1A(Activation)
12434420	1	VHL->ANGPT2(Repression)
12438253	4	ELF4->CXCL8(Repression); ELF4->MMP9(Repression); ETS2->CXCL8(Activation); ETS2->MMP9(Activation)
12438652	1	TP53->VCAN(Activation)
12444079	2	TP53->IGF1R(Repression); WT1->IGF1R(Repression)
12444129	2	NFKB1->CR2(Unknown); RELA->CR2(Unknown)
12444922	1	SCAND1->ZNF202(Unknown)
12446683	1	SP1->TFPI2(Unknown)
12447693	1	FLI1->ID2(Activation)
12453892	1	ATF2->PCK1(Activation)
12454857	1	FOS->SLC10A2(Repression)
12456679	1	NR5A2->SLC10A2(Unknown)
12456801	1	EGR1->CHGA(Activation)
12460196	1	CEBPB->GNLY(Unknown)
12460790	1	RB1->E2F1(Repression)
12463423	3	GABPA->RPS3A(Unknown); GABPB2->RPS3A(Unknown); SP1->RPS3A(Unknown)
12471036	3	EP300->PTGS2(Activation); NFKB1->PTGS2(Activation); RELA->PTGS2(Activation)
12475944	1	SRY->NFKBIB(Unknown)
12475968	1	ETS1->CSF2(Unknown)
12480693	3	NFKB1->B2M(Activation); USF1->B2M(Activation); USF2->B2M(Activation)
12482752	1	EP300->CCNB2(Unknown)
12482855	1	HOXA1->BCL2(Activation)
12482956	1	HOXA10->EMX2(Repression)
12483538	1	YY1->DEK(Unknown)
12485897	1	TP53->AKT1(Repression)
12485925	2	NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
12488502	3	NFKB1->CCL2(Activation); RELA->CCL2(Activation); SP1->CCL2(Unknown)
12490396	4	HDAC1->ICAM1(Activation); NFKB1->ICAM1(Unknown); NFKBIA->ICAM1(Repression); RELA->ICAM1(Unknown)
12492469	1	SP1->SYP(Unknown)
12493739	1	CEBPB->IL10(Unknown)
12496392	1	CEBPB->FASLG(Unknown)
12504108	1	PPARG->RETN(Unknown)
12506026	1	NR4A1->SERPINE1(Unknown)
12509854	1	HIF1A->VEGFA(Repression)
12511565	1	GATA6->VWF(Unknown)
12514743	1	HNF4A->CYP3A4(Unknown)
12516545	2	NFKB1->IL4(Unknown); RELA->IL4(Unknown)
12517954	3	CREBBP->ALOX15(Activation); EP300->ALOX15(Activation); STAT6->ALOX15(Activation)
12520529	1	VDR->TNFRSF21(Activation)
12522000	1	CEBPE->LTF(Unknown)
12524457	1	CTCF->MYC(Repression)
12525500	1	IRF6->NR1H4(Unknown)
12525703	1	XPC->KIN(Activation)
12527756	1	MTA1->MNAT1(Unknown)
12527763	5	MYCN->DDB1(Unknown); NF1->DDB1(Unknown); NF1->DDB2(Unknown); SP1->DDB1(Unknown); SP1->DDB2(Unknown)
12527885	1	E2F1->ATM(Activation)
12527911	1	NFKB1->ABCB1(Repression)
12530626	1	SF1->MC2R(Activation)
12531694	1	IRF1->CDKN1A(Repression)
12531699	1	SREBF1->FAS(Unknown)
12538344	1	APC->DNMT1(Repression)
12539169	1	VHL->VEGFA(Repression)
12539223	3	AR->FOLH1(Unknown); AR->KLK3(Unknown); AR->KLK4(Unknown)
12542982	2	COPS5->VEGFA(Activation); HIF1A->VEGFA(Activation)
12543799	2	MED23->KISS1(Activation); MED23->TXNIP(Unknown)
12543808	1	MBD2->GSTP1(Repression)
12545167	1	MYC->ID2(Unknown)
12551922	1	KAT5->STAT3(Repression)
12553001	1	MYC->CDKN1A(Repression)
12554765	2	ESR1->CCND1(Activation); ESR1->PGR(Activation)
12556536	1	STAT3->FAAH(Activation)
12559945	1	CDX2->MUC2(Activation)
12559959	1	OTX2->DCT(Unknown)
12560084	1	SP1->VEGFA(Unknown)
12560487	2	EGR1->IL2(Unknown); NFATC1->IL2(Unknown)
12566316	1	SP1->FOLR1(Unknown)
12566320	1	APC->PTGS2(Repression)
12566383	2	NRL->PDE6B(Unknown); NRL->RHO(Unknown)
12571248	2	YY1->CCR5(Repression); YY1->CXCR4(Repression)
12574384	2	NFKB1->LTC4S(Repression); RELA->LTC4S(Repression)
12576332	2	RUNX1->ITGA2B(Activation); RUNX1->SPI1(Activation)
12578825	1	ZFP36->SERPINB2(Unknown)
12579345	1	SNAI1->CDH1(Repression)
12582161	2	PPARA->UGT1A9(Activation); PPARG->UGT1A9(Activation)
12586443	4	STAT1->NOS2(Activation); STAT1->PTGS2(Activation); STAT2->NOS2(Activation); STAT2->PTGS2(Activation)
12590140	1	KLF6->NOS2(Activation)
12592383	1	POU2F2->SPI1(Unknown)
12600283	2	BRD7->BRD2(Activation); BRD7->BRD3(Activation)
12600988	1	STAT3->FOS(Activation)
12601012	1	ATF6->DNAJC3(Activation)
12601364	2	HNF4A->NR1I2(Activation); NR1I2->CYP3A4(Activation)
12602071	1	LMX1B->COL4A1(Unknown)
12605697	1	STAT6->IL4(Unknown)
12606758	1	NR1I2->CYP3A4(Unknown)
12609092	3	GATA1->HBA1(Unknown); GATA1->HBA2(Unknown); GATA1->HBG1(Unknown)
12609849	5	ETS1->PF4(Activation); GATA1->PF4(Activation); MEIS1->PF4(Activation); PBX1->PF4(Activation); PBX2->PF4(Activation)
12609987	2	HDAC9->IGFBP1(Repression); HDAC9->PRL(Repression)
12615703	2	SP1->CA9(Unknown); SP3->CA9(Unknown)
12615916	2	RFWD2->MMP1(Repression); RFWD2->PLAU(Repression)
12621553	2	KLF3->HBE1(Unknown); KLF3->HBG1(Unknown)
12622742	2	NFKB1->PTGS2(Repression); RELA->PTGS2(Repression)
12625370	1	E2F1->TP53(Unknown)
12626576	1	JUN->IFNG(Activation)
12626711	1	HDAC1->HMGCS1(Unknown)
12630823	2	CEBPB->ADM(Unknown); GTF3A->ADM(Unknown)
12640109	1	HMGA1->BRCA1(Repression)
12643600	3	JUN->CXCL8(Unknown); NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
12644474	1	WT1->BCL2(Unknown)
12645529	1	STAT1->S100A10(Activation)
12646176	1	BRCA1->MYC(Unknown)
12646185	1	ETS2->CSF2(Activation)
12647268	2	NFKB1->CCL2(Activation); RELA->CCL2(Activation)
12647291	4	BRCA1->CCNB1(Unknown); BRCA1->CDKN1A(Unknown); BRCA1->GADD45A(Unknown); BRCA1->XPC(Unknown)
12648523	1	AR->KLK3(Unknown)
12651068	1	STAT1->ICAM1(Activation)
12651911	1	AR->KLK3(Unknown)
12654640	2	SRF->MMP14(Activation); SRF->MMP2(Activation)
12655183	1	POU1F1->TSHB(Unknown)
12655294	4	MYC->FASLG(Activation); NFKB1->FASLG(Activation); RELA->FASLG(Activation); SP1->FASLG(Activation)
12663664	2	USF1->TRAP(Activation); USF2->TRAP(Activation)
12665570	3	HDAC1->CDKN1A(Repression); SP1->CDKN1A(Activation); TP53->CDKN1A(Activation)
12665576	1	NFKB1->BCL2A1(Activation)
12665581	1	E2F1->NPAT(Activation)
12667216	4	CEBPB->CRP(Activation); NFKB1->CRP(Activation); RELA->CRP(Activation); STAT3->CRP(Activation)
12667383	1	PPARA->SERPINE1(Unknown)
12669312	1	TP53->NME1(Unknown)
12670698	2	HOXA4->TH(Unknown); HOXA5->TH(Unknown)
12670915	1	MYCN->ID2(Unknown)
12671897	1	NFKB1->NOD2(Activation)
12673202	1	PML->EGFR(Repression)
12675842	2	NFKB1->SERPINE1(Activation); RELA->SERPINE1(Activation)
12676954	4	ELF1->CD68(Activation); IRF4->CD68(Repression); IRF8->CD68(Repression); SPI1->CD68(Repression)
12679318	1	E2F1->BCL2(Activation)
12682075	3	EHF->SPRR1B(Activation); ELF3->SPRR1B(Activation); JUN->SPRR1B(Activation)
12682078	1	SP1->UGDH(Unknown)
12682256	1	NFKB1->DEFB4A(Unknown)
12686724	8	NFKB1->IL1B(Activation); NFKB1->MUC2(Activation); NFKB1->TLR2(Activation); NFKB1->TNF(Activation); RELA->IL1B(Activation); RELA->MUC2(Activation); RELA->TLR2(Activation); RELA->TNF(Activation)
12687011	2	NFKB1->BIRC2(Unknown); RELA->BIRC2(Unknown)
12690099	2	NFKB1->CXCR4(Activation); RELA->CXCR4(Activation)
12690110	1	EGR1->CDKN1A(Activation)
12691701	2	NFKB1->ICAM1(Unknown); RELA->ICAM1(Unknown)
12694199	2	SP1->DNASE2(Activation); SP3->DNASE2(Activation)
12695664	1	E2F1->CDKN2A(Activation)
12697323	7	NFYA->HOXB7(Unknown); NFYB->HOXB7(Unknown); NFYC->HOXB7(Unknown); SP1->HOXB7(Unknown); SP3->HOXB7(Unknown); USF1->HOXB7(Unknown); YY1->HOXB7(Unknown)
12697671	1	ESR1->E2F1(Unknown)
12700342	2	PPARA->APOBR(Repression); PPARG->APOBR(Repression)
12700667	1	SPDEF->SQSTM1(Activation)
12706815	1	DDIT3->IL6(Activation)
12706838	2	NFKB1->TNFRSF9(Unknown); RELA->TNFRSF9(Unknown)
12707271	2	NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
12707992	1	KLF5->MYH11(Unknown)
12713737	1	SOX9->COL2A1(Repression)
12713809	2	ERCC2->CPD(Unknown); XPC->CPD(Unknown)
12713871	2	ATF6->HSPA5(Unknown); XBP1->HSPA5(Unknown)
12716652	3	JUN->CXCL8(Unknown); NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
12724325	1	APC->AMHR2(Repression)
12724402	1	FLI1->GATA1(Activation)
12727882	1	PML->CCNT1(Unknown)
12730302	2	SP1->CETP(Unknown); SP3->CETP(Unknown)
12731041	1	PAX5->FCER2(Unknown)
12732210	3	MEIS1->PF4(Activation); PKNOX1->MEIS1(Unknown); PKNOX1->PF4(Unknown)
12732645	1	TP53->CDK2(Repression)
12734180	2	NFKB1->MMP13(Activation); RELA->MMP13(Activation)
12734418	3	BDP1->MYC(Unknown); BDP1->RB1(Unknown); BDP1->TP53(Unknown)
12736262	1	RELA->TRIB3(Repression)
12737630	1	JUN->CYP2J2(Unknown)
12737631	2	ETS2->PDE7A(Unknown); NFKB1->PDE7A(Unknown)
12740910	1	KLF6->CDKN1A(Activation)
12744731	2	NFKB1->TF(Activation); RELA->TF(Activation)
12745546	2	NFKB1->CCR5(Unknown); RELA->CCR5(Unknown)
12746898	2	NFKB1->ELF3(Unknown); RELA->ELF3(Unknown)
12748276	1	E2F3->TFE3(Unknown)
12750007	1	ELK1->PSEN1(Activation)
12750288	1	ETS2->MDM2(Activation)
12750294	2	CTNNB1->VIM(Activation); TCF4->VIM(Activation)
12750453	1	AR->FOXA1(Unknown)
12754205	2	SMAD3->ZFP36(Unknown); SMAD4->ZFP36(Unknown)
12757776	3	EGR1->TFPI2(Unknown); NFIC->TFPI2(Unknown); NFKB1->TFPI2(Unknown)
12759366	1	SP1->TNF(Repression)
12761217	1	FOXO4->HIF1A(Repression)
12761881	1	SMAD3->SMAD7(Repression)
12764144	1	SREBF1->ACACB(Unknown)
12766778	4	E2F1->APAF1(Activation); E2F1->CASP7(Activation); E2F1->CDKN2A(Activation); E2F1->TP73(Activation)
12767074	1	RARB->RARB(Activation)
12771025	1	TP53->PRKAB1(Unknown)
12771027	2	TP53->DDB2(Unknown); TP53->XPC(Unknown)
12771199	1	RUNX1->CCL3(Activation)
12771217	2	SP1->VIM(Activation); ZNF148->VIM(Repression)
12773551	2	SP1->CDKN1A(Repression); SP3->CDKN1A(Repression)
12776189	2	STAT6->IL13(Unknown); STAT6->IL4(Unknown)
12776737	2	MYC->CREBBP(Unknown); MYC->EP300(Unknown)
12782596	1	USF1->TYMS(Unknown)
12783165	1	PAX6->PDHX(Repression)
12783851	4	SOX10->COL11A2(Activation); SOX10->MIA(Activation); SOX9->COL11A2(Activation); SOX9->MIA(Activation)
12788099	1	YY1->SAP30(Unknown)
12788789	4	FOS->NOS2(Activation); FOSL2->NOS2(Activation); JUN->NOS2(Activation); JUND->NOS2(Activation)
12791656	3	NFYA->HOXB4(Activation); USF1->HOXB4(Activation); USF2->HOXB4(Activation)
12799378	1	AR->TCF7L2(Unknown)
12801909	1	SP1->CYP1B1(Activation)
12802284	2	SP1->ERBB2(Activation); SP1->STARD3(Activation)
12805085	1	YY1->CCL13(Unknown)
12805369	1	CEBPZ->COL11A1(Repression)
12806625	1	NR1H4->UGT2B4(Repression)
12808109	2	TP53->BCL3(Repression); TP53->CCND1(Repression)
12812986	2	ATF4->DISC1(Unknown); ATF5->DISC1(Unknown)
12813038	2	HSF1->HSPA4(Activation); HSF2->HSPA4(Activation)
12815172	2	NR3C1->NR1I2(Unknown); NR3C1->TAT(Unknown)
12815710	1	GATA1->BACE1(Unknown)
12817009	2	IRF1->IL10(Activation); STAT3->IL10(Activation)
12818428	1	GTF2A1->TBP(Unknown)
12819038	2	MITF->MLANA(Unknown); MITF->PMEL(Unknown)
12820439	1	HIF1A->VEGFA(Activation)
12823858	1	DEK->HLA-DQB1(Unknown)
12824281	1	STAT3->VEGFA(Unknown)
12835654	1	IRF1->OGN(Unknown)
12836278	8	ATF2->IFNG(Activation); EP300->IFNG(Activation); GATA1->IFNG(Unknown); JUN->IFNG(Unknown); NFATC1->IFNG(Unknown); NFATC2->IFNG(Unknown); TFAP4->IFNG(Unknown); YY1->IFNG(Unknown)
12837275	1	PML->TP53(Unknown)
12837698	1	SOX9->SF1(Unknown)
12838312	1	E2F1->UHRF1(Activation)
12839937	1	HIF1A->EGLN1(Unknown)
12839938	1	PPARG->RARB(Activation)
12839940	1	ESR1->CYP19A1(Activation)
12841870	1	TP73->CDKN1A(Activation)
12842822	2	CEBPA->GAPDH(Unknown); CEBPD->GAPDH(Unknown)
12842839	2	NR4A1->CCNA2(Repression); NR4A1->CDKN1B(Activation)
12842909	1	MYC->WRN(Activation)
12843180	1	ETS1->TFAP2A(Activation)
12847226	1	STAT1->CIITA(Activation)
12849008	1	KHDRBS1->IGF2(Activation)
12851404	5	HIPK2->TP53(Unknown); TP53->BAX(Unknown); TP53->CDKN1A(Unknown); TP53->MDM2(Unknown); TP53->TP53I3(Unknown)
12851697	1	ETV4->MMP7(Unknown)
12855573	2	STAT1->CD22(Activation); STAT1->CD40LG(Activation)
